Brand,Model,Body_Type,Fuel,Transmission,Owner,Owner_No,Year,KM,Price,Seats,Engine_CC,Power,City
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,2nd Owner,2,2015,90000.0,625000.0,5.0,1197.0,81.83bhp,Bangalore
Mercedes-Benz,Mercedes-Benz E-Class,Sedan,Diesel,Automatic,4th Owner,4,2011,90000.0,1000000.0,5.0,2143.0,203bhp,Bangalore
Toyota,Toyota Corolla Altis,Sedan,Diesel,Manual,1st Owner,1,2011,120000.0,600000.0,5.0,1364.0,87.2bhp,Bangalore
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2015,25170.0,675000.0,5.0,1197.0,88.50bhp,Bangalore
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,1st Owner,1,2021,25022.0,893000.0,5.0,1462.0,103.25bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Diesel,Manual,2nd Owner,2,2012,100000.0,420000.0,5.0,1248.0,74bhp,Bangalore
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,1st Owner,1,2020,26367.0,941000.0,5.0,1462.0,103.25bhp,Bangalore
Hyundai,Hyundai Elantra,Sedan,Petrol,Automatic,2nd Owner,2,2015,76567.0,630000.0,5.0,1797.0,147.5bhp,Bangalore
Toyota,Toyota Innova,MUV,Diesel,Manual,2nd Owner,2,2013,120000.0,1275000.0,7.0,2494.0,100.6bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Automatic,2nd Owner,2,2015,36459.0,525000.0,5.0,1197.0,82bhp,Bangalore
Maruti,Maruti SX4 S Cross,SUV,Diesel,Manual,1st Owner,1,2016,93725.0,750000.0,5.0,1248.0,88.5bhp,Bangalore
Maruti,Maruti Ciaz,Sedan,Petrol,Automatic,2nd Owner,2,2016,115599.0,632000.0,5.0,1373.0,91.1bhp,Bangalore
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2015,43469.0,645000.0,5.0,1197.0,88.50bhp,Bangalore
Ford,Ford Ikon,Sedan,Petrol,Manual,4th Owner,4,2005,70000.0,500000.0,5.0,1299.0,70 ,Bangalore
BMW,BMW X5,SUV,Diesel,Automatic,2nd Owner,2,2019,77000.0,6795000.0,5.0,2993.0,261.50bhp,Bangalore
Maruti,Maruti Vitara Brezza,SUV,Diesel,Manual,1st Owner,1,2018,100000.0,850000.0,5.0,1248.0,88.5bhp,Bangalore
Mitsubishi,Mitsubishi Cedia,Sedan,Petrol,Manual,1st Owner,1,2008,72000.0,299000.0,5.0,1999.0,115 ,Bangalore
Jaguar,Jaguar XF,Sedan,Diesel,Automatic,1st Owner,1,2013,77000.0,2095000.0,5.0,2179.0,187.7bhp,Bangalore
Audi,Audi Q7,SUV,Diesel,Automatic,1st Owner,1,2013,87101.0,2800000.0,7.0,2967.0,241.4bhp,Bangalore
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,2nd Owner,2,2021,40771.0,999000.0,5.0,999.0,108.62bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Manual,1st Owner,1,2018,28000.0,825000.0,5.0,1199.0,88.7bhp,Bangalore
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,3rd Owner,3,2008,40000.0,250000.0,5.0,1061.0,67bhp,Bangalore
Hyundai,Hyundai Venue,SUV,Petrol,Automatic,1st Owner,1,2020,26000.0,1295000.0,5.0,998.0,118.35bhp,Bangalore
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,1st Owner,1,2012,76032.0,329000.0,5.0,998.0,67.1bhp,Bangalore
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,1st Owner,1,2018,113780.0,666000.0,5.0,1462.0,103.25bhp,Bangalore
Audi,Audi A3,Sedan,Diesel,Automatic,1st Owner,1,2019,24000.0,2290000.0,5.0,1968.0,143bhp,Bangalore
Hyundai,Hyundai Venue,SUV,Diesel,Manual,2nd Owner,2,2020,65812.0,1026000.0,5.0,1493.0,98.6bhp,Bangalore
Skoda,Skoda Kushaq,SUV,Petrol,Automatic,1st Owner,1,2022,10000.0,1700000.0,5.0,999.0,113.98bhp,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,39959.0,681000.0,5.0,1197.0,83.1bhp,Bangalore
Hyundai,Hyundai Alcazar,SUV,Petrol,Automatic,1st Owner,1,2022,10000.0,1689999.9999999998,7.0,1999.0,156.9bhp,Bangalore
Maruti,Maruti Alto K10,Hatchback,Petrol,Manual,3rd Owner,3,2016,65484.0,318000.0,5.0,998.0,65.71bhp,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2017,49174.0,688000.0,5.0,1197.0,83.1bhp,Bangalore
Volkswagen,Volkswagen Taigun,SUV,Petrol,Manual,1st Owner,1,2022,20000.0,1300000.0,5.0,999.0,113.98bhp,Bangalore
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2009,50000.0,265000.0,5.0,1197.0,78.9bhp,Bangalore
Maruti,Maruti Swift Dzire,Sedan,Petrol,Automatic,2nd Owner,2,2018,40000.0,645000.0,5.0,1197.0,81.80bhp,Bangalore
Hyundai,Hyundai Alcazar,SUV,Petrol,Automatic,1st Owner,1,2022,30000.0,2000000.0,7.0,1999.0,156.9bhp,Bangalore
BMW,BMW 3 Series,Coupe,Petrol,Automatic,3rd Owner,3,2007,50000.0,900000.0,5.0,2497.0,215 ,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2020,80000.0,620000.0,5.0,1197.0,81.80bhp,Bangalore
MG,MG Astor,SUV,Petrol,Manual,1st Owner,1,2022,20000.0,1470000.0,5.0,1498.0,108.49bhp,Bangalore
Hyundai,Hyundai Accent,Sedan,Cng,Manual,1st Owner,1,2010,70000.0,220000.00000000003,5.0,1495.0,93.7bhp,Bangalore
Audi,Audi A4,Sedan,Diesel,Automatic,1st Owner,1,2014,90000.0,1475000.0,5.0,1968.0,174.33bhp,Bangalore
Renault,Renault KWID,Hatchback,Petrol,Manual,1st Owner,1,2020,40000.0,415000.00000000006,5.0,999.0,67bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Manual,1st Owner,1,2016,63797.0,610000.0,5.0,1199.0,88.7bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,2nd Owner,2,2018,60216.0,560000.0,5.0,1197.0,81.86bhp,Bangalore
Maruti,Maruti Alto K10,Hatchback,Petrol,Automatic,2nd Owner,2,2015,10000.0,425000.0,5.0,998.0,67.05bhp,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,38153.0,686000.0,5.0,1197.0,83.1bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2015,76485.0,517000.0,5.0,1197.0,88.50bhp,Bangalore
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,2nd Owner,2,2015,40000.0,385000.0,5.0,998.0,67.04bhp,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,40623.0,675000.0,5.0,1197.0,83.1bhp,Bangalore
Mercedes-Benz,Mercedes-Benz C-Class,Sedan,Diesel,Automatic,2nd Owner,2,2018,18000.0,3300000.0,5.0,2143.0,167.62bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2014,88051.0,499000.0,5.0,1197.0,88.50bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2022,16522.0,774000.0,5.0,1197.0,88.50bhp,Bangalore
Jeep,Jeep Compass,SUV,Diesel,Manual,2nd Owner,2,2019,70000.0,1475000.0,5.0,1956.0,170bhp,Bangalore
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,3rd Owner,3,2008,80000.0,240000.0,5.0,1061.0,67bhp,Bangalore
Hyundai,Hyundai Venue,SUV,Diesel,Manual,1st Owner,1,2019,50000.0,1025000.0,5.0,1396.0,88.76bhp,Bangalore
Tata,Tata Nexon,SUV,Petrol,Manual,1st Owner,1,2023,10000.0,1400000.0,5.0,1199.0,118.35bhp,Bangalore
Hyundai,Hyundai EON,Hatchback,Petrol,Manual,2nd Owner,2,2013,57000.0,285000.0,5.0,814.0,55.2bhp,Bangalore
Mahindra,Mahindra XUV500,SUV,Diesel,Manual,1st Owner,1,2016,110000.0,1000000.0,7.0,2179.0,140bhp,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2019,10000.0,780000.0,5.0,1197.0,83.1bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,2nd Owner,2,2012,50000.0,475000.0,5.0,1197.0,85.8bhp,Bangalore
Mahindra,Mahindra XUV300,SUV,Diesel,Manual,1st Owner,1,2019,120000.0,750000.0,5.0,1497.0,115bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,1st Owner,1,2014,35469.0,555000.0,5.0,1197.0,82bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Manual,2nd Owner,2,2017,40073.0,607000.0,5.0,1199.0,88.7bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,2nd Owner,2,2017,65730.0,513999.99999999994,5.0,1197.0,81.86bhp,Bangalore
Maruti,Maruti Baleno,Sedan,Petrol,Manual,2nd Owner,2,2005,120000.0,250000.0,5.0,1590.0,94 PS ,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,2nd Owner,2,2016,36184.0,705000.0,5.0,1197.0,83.1bhp,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,69310.0,653000.0,5.0,1197.0,83.1bhp,Bangalore
Honda,Honda City,Sedan,Petrol,Automatic,1st Owner,1,2015,55643.0,872000.0000000001,5.0,1497.0,117.3bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Automatic,2nd Owner,2,2017,62803.0,564000.0,5.0,1197.0,81.86bhp,Bangalore
Volkswagen,Volkswagen Polo,Hatchback,Diesel,Manual,2nd Owner,2,2011,90000.0,370000.0,5.0,1199.0,73.9bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2015,68656.0,550000.0,5.0,1197.0,88.50bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Manual,3rd Owner,3,2016,77501.0,517000.0,5.0,1199.0,88.7bhp,Bangalore
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2016,40000.0,620000.0,5.0,1197.0,83.14bhp,Bangalore
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2016,40000.0,620000.0,5.0,1197.0,83.14bhp,Bangalore
Honda,Honda City,Sedan,Petrol,Automatic,1st Owner,1,2014,48325.0,750000.0,5.0,1497.0,117.3bhp,Bangalore
Tata,Tata Nexon,SUV,Petrol,Manual,1st Owner,1,2022,30000.0,1220000.0,5.0,1199.0,118.36bhp,Bangalore
Mercedes-Benz,Mercedes-Benz B Class,Hatchback,Diesel,Automatic,2nd Owner,2,2013,100000.0,1350000.0,5.0,2143.0,120.7bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2015,69000.0,575000.0,5.0,1197.0,81.80bhp,Bangalore
Jeep,Jeep Compass,SUV,Diesel,Manual,1st Owner,1,2018,110000.0,1250000.0,5.0,1956.0,170bhp,Bangalore
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,2nd Owner,2,2016,50000.0,868000.0,5.0,1591.0,121.3bhp,Bangalore
Kia,Kia Carnival,MUV,Diesel,Automatic,1st Owner,1,2020,60000.0,3000000.0,8.0,2199.0,197.2bhp,Bangalore
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2021,20000.0,980000.0000000001,5.0,998.0,118.36bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Automatic,1st Owner,1,2022,14999.0,900000.0,5.0,1197.0,88.50bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Manual,2nd Owner,2,2016,90773.0,550000.0,5.0,1199.0,88.7bhp,Bangalore
Skoda,Skoda Rapid,Sedan,Diesel,Manual,1st Owner,1,2012,90000.0,450000.0,5.0,1598.0,103.5bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,2nd Owner,2,2017,64917.0,610000.0,5.0,1197.0,81.80bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Manual,1st Owner,1,2017,70235.0,543000.0,5.0,1199.0,88.7bhp,Bangalore
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2021,30000.0,980000.0000000001,5.0,998.0,118.36bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Manual,1st Owner,1,2016,78782.0,535000.0,5.0,1199.0,88.7bhp,Bangalore
Mahindra,Mahindra XUV500,SUV,Diesel,Manual,2nd Owner,2,2014,164000.0,850000.0,7.0,2179.0,140bhp,Bangalore
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,2nd Owner,2,2016,72136.0,661000.0,5.0,1373.0,91.1bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,2nd Owner,2,2015,52486.0,505000.0,5.0,1197.0,88.50bhp,Bangalore
Skoda,Skoda Laura,Sedan,Diesel,Automatic,1st Owner,1,2007,150000.0,450000.0,5.0,1896.0,106,Bangalore
Honda,Honda WR-V,SUV,Petrol,Manual,1st Owner,1,2017,36887.0,865000.0,5.0,1199.0,88.7bhp,Bangalore
Hyundai,Hyundai Venue,SUV,Petrol,Manual,1st Owner,1,2019,47962.0,999000.0,5.0,998.0,118.35bhp,Bangalore
Nissan,Nissan Terrano,SUV,Diesel,Manual,1st Owner,1,2014,135000.0,595000.0,5.0,1461.0,83.8bhp,Bangalore
Skoda,Skoda Superb,Sedan,Petrol,Automatic,2nd Owner,2,2018,47398.0,2365000.0,5.0,1798.0,177.46bhp,Bangalore
Fiat,Fiat Linea,Sedan,Petrol,Manual,2nd Owner,2,2012,50000.0,400000.0,5.0,1368.0,112bhp,Bangalore
Maruti,Maruti Swift Dzire,Sedan,Diesel,Manual,1st Owner,1,2012,100000.0,550000.0,5.0,1248.0,73.9bhp,Bangalore
BMW,BMW X4,SUV,Diesel,Automatic,1st Owner,1,2020,55000.0,6050000.0,5.0,2993.0,261.50bhp,Bangalore
BMW,BMW X3,SUV,Diesel,Automatic,2nd Owner,2,2011,110000.0,1600000.0,5.0,1995.0,218 ,Bangalore
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Automatic,3rd Owner,3,2013,90000.0,520000.0,5.0,1197.0,103.6bhp,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,116624.0,616000.0,5.0,1197.0,83.1bhp,Bangalore
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,2nd Owner,2,2019,54561.0,795000.0,5.0,1462.0,103.25bhp,Bangalore
Toyota,Toyota Innova,MUV,Diesel,Manual,2nd Owner,2,2013,120000.0,1275000.0,7.0,2494.0,100.6bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Manual,1st Owner,1,2016,65072.0,624000.0,5.0,1199.0,88.7bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,1st Owner,1,2017,133532.0,549000.0,5.0,1197.0,81.86bhp,Bangalore
Toyota,Toyota Innova,MUV,Diesel,Manual,3rd Owner,3,2010,120000.0,760000.0,7.0,2494.0,100.6bhp,Bangalore
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2013,39886.0,524000.0,5.0,1197.0,88.50bhp,Bangalore
Mahindra,Mahindra XUV500,SUV,Diesel,Manual,1st Owner,1,2019,80000.0,1650000.0,7.0,2179.0,152.87bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Diesel,Manual,2nd Owner,2,2015,56976.0,583000.0,5.0,1248.0,74bhp,Bangalore
Volkswagen,Volkswagen Vento,Sedan,Petrol,Manual,2nd Owner,2,2020,68303.0,1147000.0,5.0,999.0,108.62bhp,Bangalore
Mini,Mini Cooper,Hatchback,Petrol,Automatic,2nd Owner,2,2013,80000.0,1750000.0,4.0,1598.0,181bhp,Bangalore
Skoda,Skoda Rapid,Sedan,Diesel,Automatic,1st Owner,1,2016,54000.0,825000.0,5.0,1498.0,108.6bhp,Bangalore
Land Rover,Land Rover Discovery Sport,SUV,Diesel,Automatic,1st Owner,1,2016,98500.0,3150000.0,7.0,2179.0,187.7bhp,Bangalore
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,1st Owner,1,2018,72348.0,755000.0,5.0,1199.0,74bhp,Bangalore
Hyundai,Hyundai Creta,SUV,Petrol,Manual,1st Owner,1,2015,70000.0,875000.0,5.0,1591.0,121.3bhp,Bangalore
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,1st Owner,1,2021,62696.0,855000.0000000001,5.0,999.0,75.10bhp,Bangalore
Toyota,Toyota Fortuner,SUV,Diesel,Automatic,3rd Owner,3,2014,174000.0,1845000.0,7.0,2982.0,168.5bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,1st Owner,1,2016,65000.0,525000.0,5.0,1197.0,82bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Automatic,1st Owner,1,2017,36000.0,650000.0,5.0,1197.0,81.86bhp,Bangalore
Toyota,Toyota Innova,MUV,Diesel,Manual,2nd Owner,2,2011,199000.0,950000.0,7.0,2494.0,102,Bangalore
Honda,Honda City,Sedan,Petrol,Automatic,1st Owner,1,2018,71905.0,846000.0000000001,5.0,1497.0,117.6bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,2nd Owner,2,2013,69748.0,424000.0,5.0,1197.0,88.50bhp,Bangalore
Maruti,Maruti Alto,Hatchback,Petrol,Manual,1st Owner,1,2008,44000.0,210000.0,5.0,796.0,46.3bhp,Bangalore
Toyota,Toyota Yaris,Sedan,Petrol,Manual,2nd Owner,2,2021,17875.0,959000.0,5.0,1496.0,105.94bhp,Bangalore
Renault,Renault Duster,SUV,Petrol,Manual,1st Owner,1,2020,95678.0,889000.0,5.0,1330.0,153.866bhp,Bangalore
Renault,Renault Kiger,SUV,Petrol,Automatic,1st Owner,1,2022,12003.0,850000.0,5.0,999.0,71.01bhp,Bangalore
Ford,Ford Ecosport,SUV,Diesel,Manual,2nd Owner,2,2018,114427.0,836000.0,5.0,1498.0,98.96bhp,Bangalore
Renault,Renault Kiger,SUV,Petrol,Automatic,1st Owner,1,2022,20000.0,660000.0,5.0,999.0,71.01bhp,Bangalore
Honda,Honda Brio,Hatchback,Petrol,Manual,1st Owner,1,2012,64655.0,334000.0,5.0,1198.0,86.8bhp,Bangalore
Mahindra,Mahindra KUV 100,SUV,Petrol,Manual,1st Owner,1,2018,46456.0,594000.0,6.0,1198.0,82bhp,Bangalore
Renault,Renault Kiger,SUV,Petrol,Automatic,1st Owner,1,2021,20000.0,991000.0,5.0,999.0,98.63bhp,Bangalore
Jeep,Jeep Compass,SUV,Diesel,Manual,1st Owner,1,2018,50000.0,1450000.0,5.0,1956.0,170bhp,Bangalore
Volkswagen,Volkswagen Vento,Sedan,Diesel,Manual,4th Owner,4,2011,90000.0,219000.0,5.0,1598.0,103.6bhp,Bangalore
Hyundai,Hyundai Venue,SUV,Diesel,Manual,1st Owner,1,2022,20000.0,1285000.0,5.0,1493.0,113.45bhp,Bangalore
Volvo,Volvo XC40,SUV,Petrol,Automatic,1st Owner,1,2021,27000.0,4195000.0,5.0,1969.0,187.40bhp,Bangalore
Toyota,Toyota Innova,MUV,Diesel,Manual,3rd Owner,3,2008,150000.0,455000.0,8.0,2494.0,102,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2022,10000.0,825000.0,5.0,1197.0,88.50bhp,Bangalore
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2018,40000.0,825000.0,5.0,1497.0,117.6bhp,Bangalore
Ford,Ford Ecosport,SUV,Diesel,Manual,1st Owner,1,2020,40000.0,919999.9999999999,5.0,1498.0,98.96bhp,Bangalore
Mercedes-Benz,Mercedes-Benz C-Class,Sedan,Diesel,Automatic,2nd Owner,2,2018,20000.0,3300000.0,5.0,2143.0,167.62bhp,Bangalore
Ford,Ford Ecosport,SUV,Diesel,Manual,2nd Owner,2,2017,91598.0,729000.0,5.0,1498.0,98.59bhp,Bangalore
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2015,57521.0,432000.0,5.0,998.0,65.71bhp,Bangalore
Renault,Renault Duster,SUV,Diesel,Manual,1st Owner,1,2016,100000.0,700000.0,5.0,1461.0,83.8bhp,Bangalore
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,1st Owner,1,2021,7598.0,1499000.0,5.0,1497.0,113.18bhp,Bangalore
Renault,Renault Duster,SUV,Petrol,Manual,1st Owner,1,2017,38520.0,762000.0,5.0,1598.0,102.53bhp,Bangalore
MG,MG Astor,SUV,Petrol,Manual,1st Owner,1,2022,20000.0,1625000.0,5.0,1498.0,108.49bhp,Bangalore
Renault,Renault Duster,SUV,Diesel,Manual,2nd Owner,2,2014,110455.0,632000.0,5.0,1461.0,83.8bhp,Bangalore
Hyundai,Hyundai Venue,SUV,Petrol,Automatic,1st Owner,1,2020,26901.0,1218000.0,5.0,998.0,118.35bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Automatic,1st Owner,1,2017,65376.0,524000.0,5.0,1197.0,81.86bhp,Bangalore
Mahindra,Mahindra XUV500,SUV,Diesel,Manual,3rd Owner,3,2018,28177.0,1405000.0,7.0,2179.0,152.87bhp,Bangalore
Kia,Kia Sonet,SUV,Petrol,Manual,1st Owner,1,2022,10000.0,1390000.0,5.0,998.0,118.36bhp,Bangalore
MG,MG Hector,SUV,Petrol,Automatic,1st Owner,1,2021,30000.0,1889999.9999999998,5.0,1451.0,141bhp,Bangalore
Hyundai,Hyundai Creta,SUV,Petrol,Automatic,1st Owner,1,2018,27000.0,1275000.0,5.0,1591.0,121.3bhp,Bangalore
Hyundai,Hyundai i10,Hatchback,Petrol,Automatic,3rd Owner,3,2010,90000.0,275000.0,5.0,1197.0,80 ,Bangalore
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2022,20000.0,1125000.0,5.0,1497.0,117.60bhp,Bangalore
Honda,Honda City,Sedan,Petrol,Automatic,1st Owner,1,2016,82998.0,650000.0,5.0,1497.0,117.3bhp,Bangalore
Audi,Audi A4,Sedan,Petrol,Automatic,3rd Owner,3,2010,110000.0,700000.0,5.0,1781.0,163.2,Bangalore
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2019,14500.0,1100000.0,5.0,1497.0,117.6bhp,Bangalore
Mahindra,Mahindra Verito,Sedan,Diesel,Manual,3rd Owner,3,2016,120000.0,260000.0,5.0,1461.0,65bhp,Bangalore
Hyundai,Hyundai i10,Hatchback,Petrol,Automatic,2nd Owner,2,2010,68000.0,395000.0,5.0,1197.0,80 ,Bangalore
Hyundai,Hyundai Xcent,Sedan,Petrol,Manual,1st Owner,1,2019,25887.0,681000.0,5.0,1197.0,81.86bhp,Bangalore
Maruti,Maruti S-Presso,Hatchback,Petrol,Manual,1st Owner,1,2020,74094.0,405000.0,5.0,998.0,65.71bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Automatic,1st Owner,1,2018,40000.0,765000.0,5.0,1199.0,88.7bhp,Bangalore
Maruti,Maruti Ritz,Hatchback,Diesel,Manual,1st Owner,1,2014,91045.0,487000.0,5.0,1248.0,73.94bhp,Bangalore
Mahindra,Mahindra XUV500,SUV,Diesel,Manual,1st Owner,1,2018,80033.0,1474000.0,7.0,2179.0,152.87bhp,Bangalore
Mahindra,Mahindra XUV500,SUV,Diesel,Automatic,2nd Owner,2,2017,70000.0,1340000.0,7.0,2179.0,140bhp,Bangalore
Renault,Renault Triber,MUV,Petrol,Automatic,1st Owner,1,2021,13957.0,770000.0,7.0,999.0,71.01bhp,Bangalore
Maruti,Maruti Baleno,Hatchback,Petrol,Automatic,2nd Owner,2,2018,34140.0,818000.0,5.0,1197.0,83.1bhp,Bangalore
Ford,Ford Ecosport,SUV,Petrol,Manual,1st Owner,1,2017,20056.0,724000.0,5.0,1497.0,121.31bhp,Bangalore
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,3rd Owner,3,2016,38233.0,468000.0,5.0,998.0,65.71bhp,Bangalore
Volkswagen,Volkswagen Jetta,Sedan,Petrol,Manual,1st Owner,1,2013,100000.0,500000.0,5.0,1390.0,120.33bhp,Bangalore
Ford,Ford Ecosport,SUV,Diesel,Manual,2nd Owner,2,2016,50000.0,600000.0,5.0,1498.0,98.59bhp,Bangalore
Mahindra,Mahindra XUV500,SUV,Diesel,Manual,2nd Owner,2,2017,70000.0,1350000.0,7.0,2179.0,140bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,1st Owner,1,2016,44000.0,525000.0,5.0,1197.0,82bhp,Bangalore
Hyundai,Hyundai Getz,Hatchback,Petrol,Manual,2nd Owner,2,2006,90000.0,175000.0,5.0,1341.0,83 PS ,Bangalore
Maruti,Maruti Ciaz,Sedan,Petrol,Automatic,1st Owner,1,2016,30000.0,725000.0,5.0,1373.0,91.1bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,1st Owner,1,2018,50000.0,550000.0,5.0,1197.0,81.86bhp,Bangalore
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2019,98000.0,650000.0,5.0,1197.0,81.80bhp,Bangalore
Honda,Honda Jazz,Hatchback,Petrol,Automatic,1st Owner,1,2017,47000.0,775000.0,5.0,1199.0,88.7bhp,Bangalore
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,1st Owner,1,2019,70000.0,900000.0,5.0,1591.0,121.3bhp,Bangalore
Maruti,Maruti Alto 800,Hatchback,Petrol,Manual,1st Owner,1,2020,16998.0,408000.0,5.0,796.0,47.33bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Automatic,1st Owner,1,2017,15256.0,642000.0,5.0,1197.0,81.86bhp,Bangalore
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,1st Owner,1,2019,70000.0,900000.0,5.0,1591.0,121.3bhp,Bangalore
Datsun,Datsun RediGO,Hatchback,Petrol,Automatic,1st Owner,1,2020,4495.0,521000.0,5.0,999.0,67bhp,Bangalore
Renault,Renault Triber,MUV,Petrol,Manual,1st Owner,1,2020,34561.0,695000.0,7.0,999.0,71.01bhp,Bangalore
Maruti,Maruti Alto K10,Hatchback,Petrol,Manual,2nd Owner,2,2018,40000.0,390000.0,5.0,998.0,67.05bhp,Bangalore
Tata,Tata Tiago,Hatchback,Petrol,Manual,1st Owner,1,2016,142135.0,429000.0,5.0,1199.0,84bhp,Bangalore
Ford,Ford Aspire,Sedan,Petrol,Manual,1st Owner,1,2021,120000.0,520000.0,5.0,1194.0,94.93bhp,Bangalore
Maruti,Maruti Wagon R,Hatchback,Petrol,Automatic,1st Owner,1,2019,9553.0,625000.0,5.0,1197.0,81.80bhp,Bangalore
Renault,Renault KWID,Hatchback,Petrol,Manual,1st Owner,1,2022,7600.0,601000.0,5.0,999.0,67.06bhp,Bangalore
Jeep,Jeep Compass,SUV,Diesel,Manual,1st Owner,1,2017,120000.0,1300000.0,5.0,1956.0,170bhp,Bangalore
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Automatic,1st Owner,1,2017,20000.0,645000.0,5.0,1197.0,81.86bhp,Bangalore
