Brand,Model,Body_Type,Fuel,Transmission,Owner,Owner_No,Year,KM,Price,Seats,Engine_CC,Power,City
Kia,Kia Sonet,SUV,Petrol,Automatic,1st Owner,1,2022,20000.0,1150000.0,5.0,998.0,118.36bhp,Chennai
Maruti,Maruti Eeco,Minivans,Petrol,Manual,1st Owner,1,2015,20687.0,415000.00000000006,7.0,1196.0,73bhp,Chennai
Nissan,Nissan Magnite,SUV,Petrol,Manual,1st Owner,1,2021,30000.0,750000.0,5.0,999.0,98.63bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2015,59247.0,398000.0,5.0,1086.0,68.05bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Manual,1st Owner,1,2015,50000.0,550000.0,5.0,1199.0,88.7bhp,Chennai
Mercedes-Benz,Mercedes-Benz E-Class,Sedan,Diesel,Automatic,1st Owner,1,2016,20000.0,3300000.0,5.0,2143.0,204bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,1st Owner,1,2016,29403.0,453000.0,5.0,998.0,67.04bhp,Chennai
Maruti,Maruti A-Star,Hatchback,Petrol,Manual,1st Owner,1,2010,42700.0,285000.0,5.0,998.0,66.1bhp,Chennai
BMW,BMW X3,SUV,Diesel,Automatic,1st Owner,1,2018,23001.0,5000000.0,5.0,1995.0,187.7bhp,Chennai
Ford,Ford Ecosport,SUV,Petrol,Automatic,2nd Owner,2,2018,25925.0,821000.0000000001,5.0,1497.0,121.36bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2021,20000.0,865000.0,5.0,1197.0,81.80bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Automatic,1st Owner,1,2019,17711.0,792000.0,5.0,1199.0,88.7bhp,Chennai
BMW,BMW 3 Series,Sedan,Diesel,Automatic,1st Owner,1,2020,50000.0,4050000.0,5.0,1995.0,187.74bhp,Chennai
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2018,50000.0,610000.0,5.0,1197.0,81.80bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,2nd Owner,2,2018,51125.0,511000.00000000006,5.0,1197.0,81.86bhp,Chennai
Tata,Tata Nexon,SUV,Diesel,Manual,1st Owner,1,2019,69233.0,710000.0,5.0,1497.0,108.5bhp,Chennai
Jeep,Jeep Compass,SUV,Diesel,Manual,1st Owner,1,2017,65000.0,1225000.0,5.0,1956.0,167.67bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2014,93281.0,570000.0,5.0,1497.0,117.3bhp,Chennai
Toyota,Toyota Fortuner,SUV,Diesel,Manual,1st Owner,1,2022,18000.0,3900000.0,7.0,2755.0,201.15bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,2nd Owner,2,2014,99225.0,375000.0,5.0,1198.0,86.7bhp,Chennai
Hyundai,Hyundai EON,Hatchback,Petrol,Manual,1st Owner,1,2016,30000.0,275000.0,5.0,998.0,68.05bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,1st Owner,1,2014,30602.0,429000.0,5.0,1198.0,86.7bhp,Chennai
Maruti,Maruti Swift,Hatchback,Diesel,Manual,1st Owner,1,2018,64500.0,675000.0,5.0,1248.0,74bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,2nd Owner,2,2017,46809.0,793000.0,5.0,1497.0,117.3bhp,Chennai
Tata,Tata Nexon EV,SUV,Electric,Automatic,1st Owner,1,2020,20000.0,1100000.0,5.0,0.0,127bhp,Chennai
Hyundai,Hyundai Creta,SUV,Diesel,Automatic,1st Owner,1,2019,20000.0,1425000.0,5.0,1582.0,126.2bhp,Chennai
Hyundai,Hyundai Venue,SUV,Petrol,Automatic,1st Owner,1,2020,21725.0,1036000.0,5.0,998.0,118.35bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2016,80000.0,800000.0,5.0,1497.0,117.3bhp,Chennai
Audi,Audi A6,Sedan,Petrol,Automatic,2nd Owner,2,2013,88000.0,1400000.0,5.0,1984.0,177.01bhp,Chennai
Honda,Honda City,Sedan,Petrol,Automatic,2nd Owner,2,2019,30360.0,1088000.0,5.0,1497.0,117.6bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Automatic,2nd Owner,2,2017,70000.0,590000.0,5.0,1197.0,83.1bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,1st Owner,1,2016,16246.0,568000.0,5.0,1197.0,82bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,2nd Owner,2,2017,55000.0,400000.0,5.0,998.0,67.04bhp,Chennai
Toyota,Toyota Innova Crysta,MUV,Petrol,Automatic,1st Owner,1,2022,13000.0,2790000.0,7.0,2694.0,163.60bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,2nd Owner,2,2016,71638.0,422000.0,5.0,998.0,67.04bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,1st Owner,1,2015,46105.0,450000.0,5.0,1198.0,86.7bhp,Chennai
Honda,Honda WR-V,SUV,Petrol,Manual,1st Owner,1,2017,60000.0,650000.0,5.0,1199.0,88.7bhp,Chennai
Honda,Honda Jazz,Hatchback,Diesel,Manual,1st Owner,1,2017,80000.0,575000.0,5.0,1498.0,98.6bhp,Chennai
Mercedes-Benz,Mercedes-Benz B Class,Hatchback,Diesel,Automatic,1st Owner,1,2015,58000.0,1950000.0,5.0,2143.0,107.3bhp,Chennai
Maruti,Maruti Esteem,Sedan,Petrol,Manual,2nd Owner,2,2008,70000.0,150000.0,5.0,1298.0,85 PS ,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Automatic,1st Owner,1,2017,61764.0,702000.0,5.0,1197.0,83.1bhp,Chennai
Mahindra,Mahindra KUV 100,SUV,Petrol,Manual,2nd Owner,2,2016,36018.0,448000.00000000006,6.0,1198.0,82bhp,Chennai
Renault,Renault Duster,SUV,Diesel,Automatic,1st Owner,1,2016,150000.0,650000.0,5.0,1461.0,108.45bhp,Chennai
Hyundai,Hyundai Grand i10 Nios,Hatchback,Petrol,Manual,1st Owner,1,2022,17197.0,801000.0,5.0,998.0,98.63bhp,Chennai
Honda,Honda City,Sedan,Petrol,Automatic,2nd Owner,2,2016,62931.0,772000.0,5.0,1497.0,117.3bhp,Chennai
Toyota,Toyota Corolla Altis,Sedan,Petrol,Manual,2nd Owner,2,2013,90000.0,500000.0,5.0,1798.0,138.1bhp,Chennai
Mahindra,Mahindra XUV300,SUV,Petrol,Manual,1st Owner,1,2021,21023.0,1103000.0,5.0,1197.0,108.62bhp,Chennai
Toyota,Toyota Corolla Altis,Sedan,Diesel,Manual,1st Owner,1,2018,43000.0,1490000.0,5.0,1364.0,86.79bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Diesel,Automatic,1st Owner,1,2017,110505.0,627000.0,5.0,1248.0,74.02bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,1st Owner,1,2018,78892.0,835000.0,5.0,1591.0,121.3bhp,Chennai
Audi,Audi A6,Sedan,Diesel,Automatic,1st Owner,1,2015,59000.0,2089999.9999999998,5.0,1968.0,187.74bhp,Chennai
Chevrolet,Chevrolet Sail,Sedan,Petrol,Manual,1st Owner,1,2014,90058.0,350000.0,5.0,1199.0,82.4bhp,Chennai
Audi,Audi Q5,SUV,Diesel,Automatic,1st Owner,1,2015,69000.0,2100000.0,5.0,2967.0,241.4bhp,Chennai
Honda,Honda WR-V,SUV,Diesel,Manual,1st Owner,1,2019,67000.0,925000.0,5.0,1498.0,98.6bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Diesel,Manual,1st Owner,1,2017,80000.0,850000.0,5.0,1248.0,88.5bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Diesel,Manual,1st Owner,1,2017,80000.0,850000.0,5.0,1248.0,88.5bhp,Chennai
Audi,Audi Q7,SUV,Diesel,Automatic,1st Owner,1,2020,57000.0,6600000.0,7.0,2967.0,245bhp,Chennai
Toyota,Toyota Innova Crysta,MUV,Diesel,Manual,1st Owner,1,2018,800000.0,2150000.0,8.0,2393.0,147.8bhp,Chennai
Mercedes-Benz,Mercedes-Benz C-Class,Sedan,Diesel,Automatic,1st Owner,1,2018,5500000.0,3600000.0,5.0,2143.0,167.62bhp,Chennai
BMW,BMW 7 Series,Sedan,Diesel,Automatic,1st Owner,1,2017,27000.0,6800000.0,5.0,2993.0,258bhp,Chennai
Tata,Tata Nexon,SUV,Petrol,Manual,1st Owner,1,2018,38334.0,707000.0,5.0,1198.0,108.5bhp,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,1st Owner,1,2019,36992.0,680000.0,5.0,999.0,75.10bhp,Chennai
BMW,BMW X3,SUV,Diesel,Automatic,2nd Owner,2,2016,50000.0,3750000.0,5.0,2993.0,258bhp,Chennai
Tata,Tata New Safari,SUV,Diesel,Automatic,1st Owner,1,2021,34596.0,2039000.0,6.0,1956.0,167.67bhp,Chennai
Datsun,Datsun GO,Hatchback,Petrol,Manual,1st Owner,1,2019,84564.0,401000.0,5.0,1198.0,67.05bhp,Chennai
Mercedes-Benz,Mercedes-Benz E-Class,Sedan,Diesel,Automatic,2nd Owner,2,2013,60001.0,2150000.0,5.0,2143.0,204bhp,Chennai
Hyundai,Hyundai Santro,Hatchback,Petrol,Manual,1st Owner,1,2018,23462.0,505000.0,5.0,1086.0,68bhp,Chennai
Volkswagen,Volkswagen Taigun,SUV,Petrol,Automatic,1st Owner,1,2022,13000.0,1599000.0,5.0,999.0,113.98bhp,Chennai
Honda,Honda Amaze,Sedan,Diesel,Automatic,1st Owner,1,2019,54658.0,830000.0000000001,5.0,1498.0,78.9bhp,Chennai
Mahindra,Mahindra XUV300,SUV,Petrol,Manual,1st Owner,1,2020,34164.0,1036000.0,5.0,1197.0,108.62bhp,Chennai
Kia,Kia Seltos,SUV,Petrol,Manual,1st Owner,1,2022,10000.0,1595000.0,5.0,1497.0,113.43bhp,Chennai
Fiat,Fiat Punto,Hatchback,Petrol,Manual,3rd Owner,3,2010,70000.0,100000.0,5.0,1368.0,88.7bhp,Chennai
Hyundai,Hyundai Venue,SUV,Petrol,Manual,1st Owner,1,2020,37000.0,825000.0,5.0,1197.0,81.86bhp,Chennai
Mahindra,Mahindra XUV700,SUV,Diesel,Automatic,1st Owner,1,2022,20000.0,2900000.0,7.0,2198.0,182.38bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,53967.0,550000.0,5.0,1197.0,83.1bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2011,52700.0,299000.0,5.0,1197.0,78.9bhp,Chennai
Tata,Tata Nexon,SUV,Petrol,Automatic,1st Owner,1,2018,60000.0,750000.0,5.0,1198.0,108.5bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,53967.0,550000.0,5.0,1197.0,83.1bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,2nd Owner,2,2014,99225.0,375000.0,5.0,1199.0,88.76bhp,Chennai
Fiat,Fiat Linea,Sedan,Petrol,Manual,2nd Owner,2,2011,60000.0,265000.0,5.0,1368.0,90 PS ,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Automatic,1st Owner,1,2020,48220.0,808000.0,5.0,1199.0,88.50bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Manual,1st Owner,1,2016,72024.0,542000.0,5.0,1199.0,88.7bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Automatic,1st Owner,1,2016,80000.0,529000.0,5.0,1198.0,86.7bhp,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,1st Owner,1,2017,78735.0,684000.0,5.0,1199.0,74bhp,Chennai
Ford,Ford Ecosport,SUV,Diesel,Manual,2nd Owner,2,2018,72955.0,813000.0000000001,5.0,1498.0,98.96bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Petrol,Automatic,1st Owner,1,2015,40000.0,650000.0,5.0,1373.0,91.1bhp,Chennai
Jeep,Jeep Compass,SUV,Petrol,Manual,1st Owner,1,2021,14037.0,1802000.0,5.0,1368.0,160.77bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2019,29000.0,745000.0,5.0,1197.0,81.86bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2017,69864.0,619000.0,5.0,1197.0,83.1bhp,Chennai
Hyundai,Hyundai Xcent,Sedan,Petrol,Manual,1st Owner,1,2019,35739.0,650000.0,5.0,1197.0,81.86bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Automatic,2nd Owner,2,2016,120000.0,500000.0,5.0,1199.0,88.7bhp,Chennai
Maruti,Maruti Ertiga,MUV,Diesel,Manual,1st Owner,1,2019,18000.0,1145000.0,7.0,1248.0,88.5bhp,Chennai
Tata,Tata Harrier,SUV,Diesel,Manual,1st Owner,1,2019,21000.0,1600000.0,5.0,1956.0,167.67bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,70404.0,540000.0,5.0,1197.0,83.1bhp,Chennai
Volkswagen,Volkswagen Vento,Sedan,Petrol,Manual,1st Owner,1,2015,63000.0,675000.0,5.0,1598.0,103.2bhp,Chennai
Volkswagen,Volkswagen Ameo,Sedan,Petrol,Manual,2nd Owner,2,2017,88000.0,509999.99999999994,5.0,1198.0,73.75bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2017,65000.0,830000.0000000001,5.0,1497.0,117.6bhp,Chennai
Land Rover,Land Rover Discovery Sport,SUV,Diesel,Automatic,2nd Owner,2,2017,30000.0,3900000.0,7.0,2179.0,187.7bhp,Chennai
Honda,Honda City,Sedan,Petrol,Automatic,1st Owner,1,2012,71423.0,509999.99999999994,5.0,1497.0,116.3bhp,Chennai
Maruti,Maruti XL6,MUV,Petrol,Automatic,1st Owner,1,2019,80000.0,1200000.0,6.0,1462.0,103.2bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2017,85759.0,766000.0,5.0,1497.0,117.3bhp,Chennai
Hyundai,Hyundai Santro,Hatchback,Petrol,Manual,1st Owner,1,2019,24422.0,449000.0,5.0,1086.0,68bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,4th Owner,4,2017,90000.0,750000.0,5.0,1591.0,121.3bhp,Chennai
Honda,Honda Brio,Hatchback,Petrol,Manual,2nd Owner,2,2012,67091.0,317000.0,5.0,1198.0,86.8bhp,Chennai
MG,MG Hector,SUV,Petrol,Manual,1st Owner,1,2020,72787.0,1560000.0,5.0,1451.0,141bhp,Chennai
Ford,Ford Endeavour,SUV,Diesel,Manual,2nd Owner,2,2017,120000.0,1900000.0,7.0,2198.0,157.7bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,1st Owner,1,2017,90142.0,522000.0,5.0,1197.0,81.86bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2015,150000.0,500000.0,5.0,1197.0,81.83bhp,Chennai
Ford,Ford Freestyle,Hatchback,Petrol,Manual,1st Owner,1,2018,33256.0,627000.0,5.0,1194.0,94.68bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Automatic,1st Owner,1,2018,70027.0,687000.0,5.0,1197.0,83.1bhp,Chennai
Hyundai,Hyundai Sonata,Sedan,Diesel,Manual,3rd Owner,3,2007,120000.0,204999.99999999997,5.0,1991.0,142 ,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,2nd Owner,2,2015,60000.0,525000.0,5.0,1199.0,74bhp,Chennai
Maruti,Maruti Swift,Hatchback,Diesel,Manual,1st Owner,1,2017,73686.0,620000.0,5.0,1248.0,74bhp,Chennai
Mahindra,Mahindra TUV 300,SUV,Diesel,Manual,2nd Owner,2,2018,44000.0,825000.0,7.0,1493.0,100bhp,Chennai
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2015,75581.0,530000.0,5.0,1197.0,81.80bhp,Chennai
Mercedes-Benz,Mercedes-Benz M-Class,SUV,Diesel,Automatic,1st Owner,1,2015,58000.0,3600000.0,5.0,2143.0,203.2bhp,Chennai
Audi,Audi A3,Sedan,Diesel,Automatic,2nd Owner,2,2015,50000.0,1950000.0,5.0,1968.0,143bhp,Chennai
Mahindra,Mahindra TUV 300,SUV,Diesel,Manual,1st Owner,1,2015,100000.0,650000.0,7.0,1493.0,100bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Diesel,Manual,1st Owner,1,2017,108902.0,650000.0,5.0,1248.0,88.5bhp,Chennai
Volkswagen,Volkswagen Ameo,Sedan,Diesel,Manual,1st Owner,1,2016,100425.0,570000.0,5.0,1498.0,108.62bhp,Chennai
Hyundai,Hyundai Xcent,Sedan,Petrol,Manual,2nd Owner,2,2016,70887.0,458000.0,5.0,1197.0,82bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,2nd Owner,2,2016,114981.0,577000.0,5.0,1497.0,117.3bhp,Chennai
Honda,Honda WR-V,SUV,Petrol,Manual,1st Owner,1,2018,45000.0,900000.0,5.0,1199.0,88.7bhp,Chennai
Hyundai,Hyundai Grand i10 Nios,Hatchback,Petrol,Manual,1st Owner,1,2021,45416.0,649000.0,5.0,1197.0,81.86bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2016,119468.0,549000.0,5.0,1197.0,81.83bhp,Chennai
Volkswagen,Volkswagen Vento,Sedan,Diesel,Automatic,3rd Owner,3,2015,100000.0,650000.0,5.0,1498.0,103.2bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2017,119975.0,513999.99999999994,5.0,1197.0,88.50bhp,Chennai
BMW,BMW 3 Series,Sedan,Petrol,Automatic,1st Owner,1,2017,19000.0,3900000.0,5.0,1998.0,252bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,2nd Owner,2,2016,64906.0,455999.99999999994,5.0,1197.0,82bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,2nd Owner,2,2016,81484.0,501999.99999999994,5.0,1197.0,83.1bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2018,45067.0,685000.0,5.0,1197.0,81.80bhp,Chennai
Mercedes-Benz,Mercedes-Benz S-Class,Sedan,Petrol,Automatic,1st Owner,1,2018,68000.0,1.1,4.0,4663.0,459bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Manual,1st Owner,1,2016,65768.0,580000.0,5.0,1199.0,88.7bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Manual,2nd Owner,2,2016,61000.0,530000.0,5.0,1199.0,88.7bhp,Chennai
Mercedes-Benz,Mercedes-Benz S-Class,Sedan,Diesel,Automatic,3rd Owner,3,2009,50000.0,1700000.0,5.0,2987.0,210,Chennai
BMW,BMW 5 Series,Sedan,Diesel,Automatic,1st Owner,1,2018,23000.0,4375000.0,5.0,1995.0,190bhp,Chennai
BMW,BMW 7 Series,Sedan,Diesel,Automatic,1st Owner,1,2018,17000.0,8200000.0,5.0,2993.0,258bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,1st Owner,1,2017,102958.0,420000.0,5.0,998.0,67.04bhp,Chennai
Toyota,Toyota Corolla Altis,Sedan,Diesel,Manual,1st Owner,1,2013,62900.0,775000.0,5.0,1364.0,87.2bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,2nd Owner,2,2015,65076.0,395000.0,5.0,998.0,67.04bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,75876.0,533000.0,5.0,1197.0,83.1bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2015,98911.0,547000.0,5.0,1197.0,81.83bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2015,45000.0,395000.0,5.0,998.0,67.04bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Diesel,Automatic,1st Owner,1,2017,76089.0,908000.0,5.0,1582.0,126.2bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,2nd Owner,2,2017,54505.0,521000.0,5.0,1197.0,81.86bhp,Chennai
Audi,Audi A3,Sedan,Diesel,Automatic,1st Owner,1,2019,24000.0,2290000.0,5.0,1968.0,143bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2016,96573.0,507000.0,5.0,1197.0,88.50bhp,Chennai
Kia,Kia Seltos,SUV,Diesel,Automatic,1st Owner,1,2019,30000.0,1625000.0,5.0,1493.0,113.43bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,2nd Owner,2,2016,63720.0,528000.0,5.0,1197.0,82bhp,Chennai
Maruti,Maruti Alto 800,Hatchback,Petrol,Manual,1st Owner,1,2021,14411.0,434999.99999999994,5.0,796.0,47.33bhp,Chennai
Volkswagen,Volkswagen Taigun,SUV,Petrol,Automatic,1st Owner,1,2022,11000.0,1490000.0,5.0,999.0,113.98bhp,Chennai
Skoda,Skoda Kushaq,SUV,Petrol,Automatic,1st Owner,1,2022,21000.0,1789999.9999999998,5.0,1498.0,147.51bhp,Chennai
Honda,Honda WR-V,SUV,Petrol,Manual,1st Owner,1,2017,34392.0,625000.0,5.0,1199.0,88.7bhp,Chennai
Hyundai,Hyundai Grand i10 Nios,Hatchback,Petrol,Manual,1st Owner,1,2022,20000.0,690000.0,5.0,1197.0,81.86bhp,Chennai
Kia,Kia Sonet,SUV,Petrol,Manual,1st Owner,1,2022,10000.0,1350000.0,5.0,998.0,118.36bhp,Chennai
MG,MG Astor,SUV,Petrol,Automatic,1st Owner,1,2022,20000.0,1550000.0,5.0,1498.0,108.49bhp,Chennai
Toyota,Toyota Glanza,Hatchback,Petrol,Automatic,1st Owner,1,2019,47000.0,790000.0,5.0,1197.0,81.80bhp,Chennai
Maruti,Maruti Alto K10,Hatchback,Petrol,Manual,2nd Owner,2,2014,60333.0,270000.0,5.0,998.0,67.05bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Diesel,Manual,1st Owner,1,2014,81058.0,365000.0,5.0,1186.0,73.97bhp,Chennai
Honda,Honda Civic,Sedan,Petrol,Manual,2nd Owner,2,2010,51800.0,425000.0,5.0,1799.0,130bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,2nd Owner,2,2016,32797.0,528000.0,5.0,1197.0,82bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,1st Owner,1,2016,69731.0,511000.00000000006,5.0,1197.0,82bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,2nd Owner,2,2016,54000.0,625000.0,5.0,1497.0,117.3bhp,Chennai
Nissan,Nissan Micra Active,Hatchback,Petrol,Manual,2nd Owner,2,2016,110267.0,327000.0,5.0,1198.0,67.04bhp,Chennai
Mahindra,Mahindra KUV 100,SUV,Petrol,Manual,1st Owner,1,2018,31767.0,505000.0,6.0,1198.0,82bhp,Chennai
Honda,Honda WR-V,SUV,Petrol,Manual,2nd Owner,2,2018,45677.0,640000.0,5.0,1199.0,88.7bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2017,66656.0,449000.0,5.0,998.0,65.71bhp,Chennai
Honda,Honda Amaze,Sedan,Diesel,Manual,1st Owner,1,2019,27000.0,725000.0,5.0,1498.0,98.63bhp,Chennai
Renault,Renault KWID,Hatchback,Petrol,Manual,1st Owner,1,2021,37004.0,495000.0,5.0,999.0,67bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,2nd Owner,2,2011,85274.0,271000.0,5.0,1197.0,78.9bhp,Chennai
Hyundai,Hyundai Creta,SUV,Diesel,Manual,2nd Owner,2,2017,60000.0,940000.0,5.0,1582.0,126.2bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2017,42000.0,799000.0,5.0,1497.0,117.60bhp,Chennai
Hyundai,Hyundai Creta,SUV,Diesel,Manual,1st Owner,1,2022,20000.0,1850000.0,5.0,1493.0,113.45bhp,Chennai
Kia,Kia Carens,MUV,Diesel,Automatic,1st Owner,1,2022,30000.0,2000000.0,7.0,1493.0,114.41bhp,Chennai
Mercedes-Benz,Mercedes-Benz E-Class,Sedan,Diesel,Automatic,1st Owner,1,2017,25000.0,4500000.0,5.0,1950.0,191.7bhp,Chennai
Mahindra,Mahindra XUV500,SUV,Diesel,Manual,3rd Owner,3,2014,80000.0,700000.0,7.0,2179.0,140bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,2nd Owner,2,2015,60000.0,585000.0,5.0,1591.0,121.3bhp,Chennai
Tata,Tata Harrier,SUV,Diesel,Manual,1st Owner,1,2022,20000.0,2050000.0,5.0,1956.0,167.67bhp,Chennai
MG,MG Hector,SUV,Petrol,Automatic,1st Owner,1,2022,20000.0,1989999.9999999998,5.0,1451.0,141bhp,Chennai
MG,MG Hector,SUV,Petrol,Automatic,1st Owner,1,2022,20000.0,1989999.9999999998,5.0,1451.0,141bhp,Chennai
Hyundai,Hyundai Creta,SUV,Diesel,Manual,2nd Owner,2,2020,55037.0,1445000.0,5.0,1493.0,113.45bhp,Chennai
Hyundai,Hyundai Santro,Hatchback,Petrol,Manual,1st Owner,1,2018,65607.0,451000.0,5.0,1086.0,68bhp,Chennai
Maruti,Maruti Ertiga Tour,MUV,Cng,Manual,1st Owner,1,2021,70000.0,1100000.0,7.0,1462.0,91.18bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2016,74777.0,631000.0,5.0,1197.0,81.83bhp,Chennai
Toyota,Toyota Etios,Sedan,Petrol,Manual,2nd Owner,2,2012,102392.0,411000.00000000006,5.0,1496.0,88.73bhp,Chennai
Skoda,Skoda Rapid,Sedan,Diesel,Manual,1st Owner,1,2015,90210.0,500000.0,5.0,1498.0,103.6bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2014,62373.0,488000.0,5.0,1197.0,88.50bhp,Chennai
Tata,Tata Zest,Sedan,Diesel,Manual,1st Owner,1,2015,80000.0,459999.99999999994,5.0,1248.0,74bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,2nd Owner,2,2018,25219.0,513999.99999999994,5.0,998.0,65.71bhp,Chennai
Maruti,Maruti Swift,Hatchback,Diesel,Manual,3rd Owner,3,2014,64409.0,508000.0,5.0,1248.0,74bhp,Chennai
Tata,Tata Nexon,SUV,Diesel,Manual,1st Owner,1,2018,52000.0,865000.0,5.0,1497.0,108.5bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Petrol,Automatic,2nd Owner,2,2018,30000.0,855000.0000000001,5.0,1462.0,103.25bhp,Chennai
Mercedes-Benz,Mercedes-Benz S-Class,Sedan,Diesel,Automatic,1st Owner,1,2020,14000.0,1.18,5.0,2925.0,281.61bhp,Chennai
Hyundai,Hyundai Venue,SUV,Diesel,Manual,1st Owner,1,2019,48574.0,925000.0,5.0,1396.0,88.76bhp,Chennai
Honda,Honda City,Sedan,Petrol,Automatic,1st Owner,1,2012,71423.0,509999.99999999994,5.0,1497.0,"118PS at 6,600 rpm",Chennai
Mercedes-Benz,Mercedes-Benz E-Class,Sedan,Diesel,Automatic,1st Owner,1,2020,30000.0,5700000.0,5.0,1950.0,191.7bhp,Chennai
